GC content	Induction>1.5	Variants	M.H3K27me3	M.H3K4me2	M.H3K4me3
48.076	4.217009994	239.833	39226	5464	7259
46.9	NA	138	38740	6170	7830
47.408	NA	77.1667	37295	5397	7943
48.196	NA	106.5	36189	10522	13041
46.48	1.796784279	129.167	43101	6924	7455
46.764	NA	132.5	34547	12893	18844
45.988	NA	231	43848	5156	6970
46.056	NA	200.167	43505	5262	6664
46.14	NA	79.1667	41175	5086	6614
46.136	52.56279962	107.5	43284	5339	6854
45.248	NA	191.5	44052	5270	6652
45.152	2.076923077	185.833	43102	5401	7178
47.248	2.337860781	218.333	38774	11450	23252
46.656	4.06463642	82.1667	42269	5260	7535
47.076	NA	118	39434	7697	8925
46.78	3.987129987	90.8333	39971	5356	7112
48.892	2.873469388	59.8333	35724	4547	6662
46.02	69.79452055	101.167	39147	5108	7039
46.008	NA	180	40580	5253	7002
48.652	NA	87	38252	6013	8953
48.26	NA	54	31780	15316	21647
46.396	NA	33.8333	39849	6078	7960
48.312	NA	15.3333	14044	27807	27997
48.612	3.839949205	13.3333	5634	31644	28414
49.968	NA	14.1667	4848	39208	77197
47.524	NA	12.6667	24996	17174	25925
48.664	NA	6.66667	19080	27958	28090
47.324	2.397568519	10.6667	36409	15333	14849
47.856	21.1946447	7	34054	11815	17896
47.628	NA	5.16667	26767	14186	14442
49.684	NA	4	5500	37440	50009
49.592	NA	3.16667	5207	22326	30471
50.12	1.597860082	1.83333	4939	33173	37087
48.592	NA	2.5	5415	40119	41398
48.968	NA	4.5	5813	55840	50307
48.004	1.967658328	7.16667	5361	57825	50301
40.376	NA	35	4616	32603	26634
12.056	NA	152	3966	2108	1311
11.608	NA	108.833	3813	2043	1217
42.108	NA	12.3333	5326	61752	49080
49.336	NA	3	5758	58678	44726
49.504	NA	4	5534	44509	53246
48.292	NA	3.83333	5921	35960	28014
47.596	NA	3.66667	21013	16054	12994
47.256	2.44709643	3.66667	13487	39930	38926
49.312	NA	3	4786	36082	36656
49.536	NA	5	4787	21770	19260
48.996	NA	6	5519	43910	33404
48.996	NA	4.83333	4806	28326	39003
49.832	2.000816077	4.83333	4818	36020	39808
49.112	1.716488925	6.5	5002	50218	49531
49.264	NA	5.83333	4786	33797	35256
48.42	NA	6.66667	5207	23822	21331
49.004	NA	5.5	5124	35367	32819
48.696	7.375389782	12	14260	28782	28543
48.82	NA	9	5321	34675	34695
48.896	NA	10.3333	6295	29273	37360
49.436	NA	14	7418	26094	25365
48.936	NA	19	5483	23856	28061
48.536	NA	27.1667	7718	23189	25886
49.192	NA	15.8333	4890	11257	12146
47.744	NA	19.6667	8424	29100	29457
48.04	2.547960364	12.8333	5276	37782	26507
48.684	1.853419256	15.1667	4960	28333	36461
48.004	NA	18.6667	5160	33195	36482
49.848	NA	15.5	5125	67786	64867
47.636	NA	28.1667	5614	32033	28199
48.84	1.551861944	87.1667	4898	28451	22247
50.084	NA	37.5	4957	38115	34701
49.668	2.262358862	21.1667	4781	45760	31182
48.14	NA	12.3333	5222	44149	45761
48.2	NA	7.33333	5247	35144	32318
49.016	NA	9.83333	5410	31502	20477
49.88	NA	17	4655	52275	45850
48.36	NA	10.6667	5440	29306	28308
49.904	NA	13.5	4891	58120	61904
49.664	NA	9.5	5169	47933	40316
49.62	2.607293903	6.5	5019	46613	52085
48.716	2.153527544	8.33333	6322	29220	26686
49.36	NA	9.33333	5105	30734	23434
49.976	NA	13.1667	4887	51249	55672
49.172	NA	14.5	5065	37127	29315
49.048	NA	14.5	4977	36973	35147
49.552	1.817822062	21.6667	4693	37768	40534
49.52	NA	12.8333	4645	22911	18783
48.452	NA	20	5133	39060	34849
49.46	NA	12.5	5134	36470	37618
48.2	NA	22	5091	33802	39155
50	NA	24.1667	4972	33372	35579
49.668	NA	16.5	4695	40944	36253
48.548	1.738470128	18	5342	27949	36423
47.828	4.876548079	38.1667	4859	23668	26258
47.172	4.887767121	25.1667	5181	11361	15057
50.172	NA	15.8333	5287	31278	48657
48.536	NA	29.1667	11590	18909	18865
48.56	2.59275266	13.5	8728	22503	28944
51.184	NA	74.5	8477	4907	8195
47.56	1.523193449	17.3333	14150	48897	65939
49.204	NA	43.6667	5010	50207	37935
49.132	NA	120.167	4837	34529	30551
48.168	NA	72.6667	9297	14439	12017
48.4	NA	25	5406	29856	36328
48.312	NA	28.5	5097	46590	36278
49.296	1.783124005	47.1667	4797	22189	25197
48.5	2.407560728	35.3333	8724	31224	53126
48.156	NA	48.3333	9065	19223	20739
48.66	1.529273379	46.8333	21202	18623	20250
47.076	NA	46.6667	28760	24030	29409
46.796	NA	79.6667	40920	6283	8423
49.564	NA	31.8333	5483	39738	38063
47	NA	44.8333	28222	13942	13472
48.152	NA	29.8333	7884	31980	44154
49.896	2.11158377	14.1667	4806	37511	35647
48.532	NA	44	5091	50746	47877
49.576	NA	25.8333	4899	22749	26339
48.564	NA	23.3333	5492	31400	34848
47.356	NA	41.6667	5615	13623	15751
49.588	NA	19.5	4917	42292	44826
49.644	NA	7.66667	5160	42670	46541
48.664	NA	19.6667	5285	38850	50865
48.856	1.995245104	68.6667	4830	44999	30298
48.18	NA	29.8333	5706	25291	31767
50.168	NA	41.1667	4743	36665	41977
49.496	2.036967419	38	4846	37313	59647
49.528	NA	64	9948	25790	34748
48.048	NA	52.1667	5981	35257	34272
48.312	NA	64.1667	20102	26002	24611
48.508	NA	50.5	6150	28975	34274
46.564	1.581738529	170.167	36220	6660	8516
49.372	NA	146.833	7156	16168	23490
46.388	NA	77.3333	36803	10779	13500
49.076	NA	139.5	6070	36857	44286
48.292	NA	178.833	25231	24958	37896
47.412	NA	235.5	38663	7378	7789
46.9	NA	386.5	39846	11023	12118
46.584	NA	271	41946	5295	6935
46.712	NA	256	42742	5613	6940
45.964	NA	363.667	42859	5161	6720
46.696	NA	240.333	44391	5615	6634
46.256	1.888187556	284.667	42886	5071	6764
47.552	NA	263.333	40456	4801	6893
45.696	50.27992048	330.333	39720	5205	7095
45.88	NA	210.5	43265	5518	8040
46.308	4.442748092	230.333	42333	9524	15492
48.256	1.565194601	190.833	27106	34713	39437
47.152	4.594095941	257.833	23875	10445	14690
48.788	NA	84.6667	4844	21295	24207
49.692	NA	96	5048	35775	33992
48.292	NA	95.6667	5204	30905	45348
49.136	NA	34.8333	6614	58492	56655
49.228	NA	121.167	4790	33689	32257
48.628	NA	69.5	5496	35711	35129
47.656	NA	98.1667	5769	52006	54194
49.256	2.487280771	303.167	5044	19732	25211
48.984	NA	342.167	5275	17288	14183
50.628	NA	244.833	4672	12395	6895
52.212	NA	14.6667	4169	1644	3096
52.332	NA	15	4360	1625	3001
52.12	NA	15.1667	4388	1644	2988
52.016	NA	15	4362	1650	2977
52.116	NA	13.8333	4310	1658	2948
52.384	NA	22	4213	1644	3005
52.108	NA	15.5	4317	1632	3036
51.968	NA	15.1667	4229	1650	2928
51.88	NA	16.5	4286	1685	3024
52.5	NA	19.3333	4287	1653	3049
52.148	NA	14.3333	4304	1657	2964
52.088	NA	11.3333	4250	1664	3078
51.952	NA	15	4185	1699	3001
52.264	NA	21	4377	1546	3018
52.256	NA	15.3333	4238	1645	3072
52.168	NA	13.5	4342	1629	3109
51.98	NA	16.5	4233	1641	2986
52.092	NA	13.5	4172	1588	3088
52.412	NA	18	4380	1641	3014
52.12	NA	15.5	4291	1573	2999
51.968	NA	14.5	4215	1607	3061
51.976	NA	14.1667	4156	1717	3001
52.464	NA	19.6667	4152	1636	3064
52.112	NA	13.6667	4234	1663	3142
52.06	NA	14.3333	4334	1601	3007
51.944	NA	17	4109	1622	3087
52.308	NA	18.3333	4249	1644	3004
52.192	NA	15.8333	4245	1570	3128
52.156	NA	18.6667	4189	1591	3001
51.928	NA	15.1667	4262	1702	2960
52.22	NA	15.5	4060	1595	2944
52.344	NA	17.8333	4418	1618	3058
52.076	NA	14.6667	4351	1656	3063
52.052	NA	15.5	4252	1635	3059
52.056	NA	12.8333	4154	1579	3074
52.4	NA	20.5	4349	1660	3151
52.08	NA	15	4222	1576	3073
51.988	NA	15.3333	4199	1696	3141
51.912	NA	15.5	4315	1673	2935
52.488	NA	19.5	4340	1579	2961
52.172	NA	16.1667	4302	1699	3072
52.076	NA	15.5	4214	1613	2952
51.964	NA	15.8333	4243	1686	3036
52.204	NA	18.8333	4241	1610	3001
52.324	NA	17.6667	4311	1658	3026
52.12	NA	14.5	4250	1647	3042
52.004	NA	15.1667	4242	1597	3030
52.084	NA	16.5	4174	1653	3005
52.428	NA	16	4210	1644	3058
52.108	NA	12.5	4297	1619	3033
51.968	NA	14.5	4267	1659	2989
51.912	NA	14.5	4302	1591	3029
52.504	NA	18.1667	4198	1712	3088
52.124	NA	15.5	4303	1598	3059
51.604	1.625	15.5	4799	1807	3257
51.47313692	NA	3.66667	1153	468	902
